assignment_id,incident_id,vehicle_id,priority,dispatch_time,vehicle_x_before,vehicle_y_before,incident_x,incident_y,distance,response_time,arrival_time,completion_time,vehicle_quadrant_before,idle_counts_before,idle_counts_after
A0001,I054,V13,2,0,96.55487783573645,17.253623673528086,92.64303765483909,21.72143845536112,5.9383383640248075,5.9383383640248075,5.9383383640248075,13.938338364024808,LOWER_RIGHT,"{'LOWER_LEFT': 5, 'UPPER_LEFT': 5, 'LOWER_RIGHT': 5, 'UPPER_RIGHT': 5}","{'LOWER_LEFT': 5, 'UPPER_LEFT': 5, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 5}"
A0002,I030,V20,1,0,96.7225189649379,70.37532141728971,89.7252227330544,57.06963846252741,15.033407912026577,15.033407912026577,15.033407912026577,23.033407912026576,UPPER_RIGHT,"{'LOWER_LEFT': 5, 'UPPER_LEFT': 5, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 5}","{'LOWER_LEFT': 5, 'UPPER_LEFT': 5, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}"
A0003,I002,V07,2,1,23.07447947398914,73.49166101972604,15.43462526047621,68.44818906712905,9.154451471298744,9.154451471298744,10.154451471298744,18.154451471298742,UPPER_LEFT,"{'LOWER_LEFT': 5, 'UPPER_LEFT': 5, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 5, 'UPPER_LEFT': 4, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}"
A0004,I051,V10,2,2,0.10173509482337417,63.72273258273574,15.479080155049708,54.863980737850795,17.7465553094261,17.7465553094261,19.7465553094261,27.7465553094261,UPPER_LEFT,"{'LOWER_LEFT': 5, 'UPPER_LEFT': 4, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 5, 'UPPER_LEFT': 3, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}"
A0005,I070,V08,2,2,43.47050531749778,67.80029846673176,26.440451511712904,64.54877162853995,17.33768033525274,17.33768033525274,19.33768033525274,27.33768033525274,UPPER_LEFT,"{'LOWER_LEFT': 5, 'UPPER_LEFT': 3, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 5, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}"
A0006,I078,V05,1,2,15.21676721457254,3.084488400980556,4.853782685736596,5.089592122002928,10.555183052744795,10.555183052744795,12.555183052744795,20.555183052744795,LOWER_LEFT,"{'LOWER_LEFT': 5, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 4, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}"
A0007,I016,V15,3,3,66.51022109246729,43.513042571602426,74.29712219543717,41.296248934609814,8.09629562308865,8.09629562308865,11.09629562308865,19.09629562308865,LOWER_RIGHT,"{'LOWER_LEFT': 4, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 4, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 4, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 3, 'UPPER_RIGHT': 4}"
A0008,I014,V11,1,3,94.49380928107928,39.75557747389642,96.49350096977827,19.238552624845727,20.61424448061135,20.61424448061135,23.61424448061135,31.61424448061135,LOWER_RIGHT,"{'LOWER_LEFT': 4, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 3, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 4, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 2, 'UPPER_RIGHT': 4}"
A0009,I025,V02,1,3,28.123870633481733,40.40453718438553,9.29933957253468,27.90840778561794,22.594605984953667,22.594605984953667,25.594605984953667,33.59460598495367,LOWER_LEFT,"{'LOWER_LEFT': 4, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 2, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 3, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 2, 'UPPER_RIGHT': 4}"
A0010,I035,V12,1,3,59.021556750511536,15.498199274935615,56.557418570074624,17.252688548626793,3.0249313353833887,3.0249313353833887,6.024931335383389,14.024931335383389,LOWER_RIGHT,"{'LOWER_LEFT': 3, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 2, 'UPPER_RIGHT': 4}","{'LOWER_LEFT': 3, 'UPPER_LEFT': 2, 'LOWER_RIGHT': 1, 'UPPER_RIGHT': 4}"
